chaju_id,credit_class,score_risk,gender,age,agegroup,job,edu,dwell_type,house_type,marriage,income_home_grp,expenditure_grp,child_cd,no_child,flag_priv_biz_cd,card_count,card_period,loan_period,Pcard_loan_amt,over_period,Pcard_over_amt,over_amt,loan_amt_final2,del_rate,loan_count,overdue_count,income_ind_grp,real_period,new_score_scaled
C-1013,C06,528,여성,36,30대,사무직,대학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,100-199만원,N,0,N,3.0,55.0,62.0,0.0,0.0,0.0,0.0,871700000.0,0.0,4.0,0.0,300-399만원,101.0,283.58036761666045
C-1015,C06,518,남성,42,40대,판매/서비스직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,N,0,N,4.0,100.0,18.0,0.0,0.0,0.0,0.0,680000.0,0.0,1.0,0.0,200-299만원,217.0,238.3222263933748
C-1017,C04,318,여성,48,40대,사무직,고등학교 졸업,자가,아파트,기혼,500-599만원,99만원 이하,Y,2,N,2.0,42.0,7.0,0.0,0.0,0.0,0.0,120000000.0,0.0,1.0,0.0,200-299만원,112.0,326.335195686321
C-1019,C07,668,남성,47,40대,무직/기타,대학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,Y,2,N,1.0,25.0,53.0,0.0,72.0,0.0,0.0,0.0,0.0,3.0,4.0,200-299만원,176.0,534.6998535953081
C-1020,C05,488,남성,40,40대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,2,N,5.0,85.0,25.0,0.0,0.0,0.0,0.0,100000000.0,0.0,1.0,0.0,200-299만원,104.0,274.4531442705129
C-1021,C05,481,여성,59,50대,전업주부,중학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,Y,1,N,3.0,75.0,20.0,0.0,0.0,0.0,0.0,42100000.0,0.0,2.0,0.0,100-199만원,136.0,294.17062278794725
C-1022,C05,481,남성,53,50대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,800-899만원,99만원 이하,Y,2,N,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,500-599만원,,412.7443950938839
C-1023,C05,491,여성,50,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,Y,2,N,3.0,75.0,13.0,0.0,0.0,0.0,0.0,11850000.0,0.0,3.0,0.0,400-499만원,205.0,306.4273318793341
C-1024,C04,374,여성,63,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,200-299만원,99만원 이하,Y,2,Y,5.0,82.0,1.0,0.0,0.0,0.0,0.0,50000.0,0.0,1.0,0.0,200-299만원,143.0,291.5303278970031
C-1025,C04,307,남성,71,70대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,99만원 이하,N,0,Y,3.0,71.0,31.0,0.0,0.0,0.0,0.0,224000000.0,0.0,2.0,0.0,200-299만원,105.0,296.55419074338704
C-1027,C03,297,여성,79,70대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,99만원 이하,Y,1,N,1.0,5.0,39.0,0.0,0.0,0.0,0.0,94000000.0,0.0,2.0,0.0,200-299만원,5.0,335.83335064263053
C-1029,C05,451,여성,52,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,99만원 이하,Y,2,N,2.0,43.0,10.0,0.0,5.0,0.0,880000.0,2380000.0,36.97478991596639,2.0,1.0,100-199만원,91.0,329.6680417657311
C-1030,C03,288,남성,43,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,1,N,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,100-199만원,,376.7534736196389
C-1031,C06,501,남성,51,50대,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,Y,2,N,5.0,75.0,92.0,0.0,0.0,0.0,0.0,890000000.0,0.0,6.0,0.0,600-699만원,248.0,306.9530798426597
C-1034,C06,554,여성,69,60대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),100-199만원,99만원 이하,Y,2,N,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100-199만원,,379.5940397495094
C-1035,C04,388,여성,42,40대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,1,N,3.0,75.0,2.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,0.0,200-299만원,182.0,284.13687562066855
C-1036,C05,454,남성,64,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,99만원 이하,Y,2,N,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,300-399만원,,445.8269861826549
C-1037,C05,458,남성,35,30대,사무직,대학교 졸업,전세,연립/다세대/빌라,기혼,400-499만원,99만원 이하,Y,1,N,5.0,100.0,52.0,0.0,0.0,0.0,0.0,31780000.0,0.0,10.0,0.0,200-299만원,56.0,260.0699800321612
C-1039,C07,604,여성,66,60대,무직/기타,중학교 졸업,자가,아파트,기혼,200-299만원,100-199만원,Y,2,N,4.0,93.0,17.0,27900000.0,47.0,0.0,19210000.0,51800000.0,37.084942084942085,5.0,4.0,200-299만원,46.0,316.4350122981067
C-1040,C03,287,여성,78,70대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,Y,2,N,7.0,158.0,1.0,0.0,0.0,0.0,0.0,160000000.0,0.0,1.0,0.0,300-399만원,142.0,210.7456044620032
C-1041,C05,448,여성,41,40대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,99만원 이하,Y,1,Y,5.0,110.0,26.0,0.0,0.0,0.0,0.0,3680000.0,0.0,2.0,0.0,300-399만원,272.0,245.52232305566244
C-1042,C06,575,여성,28,20대,사무직,대학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,100-199만원,N,0,N,5.0,106.0,42.0,0.0,0.0,0.0,0.0,8140000.0,0.0,7.0,0.0,200-299만원,217.0,166.65505308675895
C-1043,C04,375,남성,28,20대,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,99만원 이하,N,0,N,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,400-499만원,,391.61748519905433
C-1044,C04,328,남성,31,30대,기능/노무직,대학교 졸업,자가,아파트,미혼,600-699만원,99만원 이하,N,0,N,3.0,53.0,16.0,0.0,0.0,0.0,0.0,11690000.0,0.0,4.0,0.0,200-299만원,79.0,335.7870173811865
C-1045,C06,578,여성,34,30대,기능/노무직,전문대학 졸업,자가,아파트,기혼,600-699만원,300-399만원,Y,2,N,3.0,75.0,83.0,0.0,26.0,0.0,0.0,0.0,0.0,8.0,4.0,600-699만원,109.0,378.3347499085513
C-1046,C05,457,여성,70,70대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),100-199만원,99만원 이하,Y,2,N,1.0,22.0,25.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,100-199만원,187.0,369.5546158682429
C-1047,C05,464,남성,64,60대,행정관리/전문직,대학원 졸업,자가,연립/다세대/빌라,기혼,700-799만원,300-399만원,Y,2,N,5.0,111.0,80.0,0.0,0.0,0.0,0.0,319000000.0,0.0,4.0,0.0,200-299만원,213.0,230.7897310473683
C-1048,C04,368,여성,38,30대,판매/서비스직,대학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,Y,1,N,2.0,42.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,200-299만원,158.0,357.6742216052855
C-1049,C06,554,여성,62,60대,전업주부,중학교 졸업,자가,아파트,기혼,100-199만원,99만원 이하,Y,2,Y,5.0,113.0,61.0,0.0,0.0,0.0,0.0,26210000.0,0.0,11.0,0.0,100-199만원,247.0,277.5946205828189
C-1050,C07,631,남성,53,50대,행정관리/전문직,고등학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,Y,2,N,3.0,50.0,96.0,0.0,85.0,0.0,0.0,0.0,0.0,4.0,6.0,200-299만원,243.0,424.77600510873
C-1052,C04,378,남성,31,30대,판매/서비스직,대학교 졸업,자가,단독주택,기혼,300-399만원,100-199만원,Y,1,N,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200-299만원,,366.6468867266996
C-1053,C04,328,남성,38,30대,기능/노무직,전문대학 졸업,자가,아파트,미혼,800-899만원,100-199만원,N,0,N,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,300-399만원,,410.4325662551531
C-1055,C06,551,여성,55,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,200-299만원,99만원 이하,Y,2,Y,4.0,100.0,140.0,0.0,0.0,0.0,0.0,543080000.0,0.0,14.0,0.0,200-299만원,240.0,275.47839819581804
C-1056,C07,608,남성,42,40대,기능/노무직,고등학교 졸업,월세,오피스텔,미혼,300-399만원,100-199만원,N,0,N,5.0,103.0,20.0,0.0,0.0,0.0,0.0,78000000.0,0.0,2.0,0.0,200-299만원,77.0,155.98695134285475
C-1057,C06,504,여성,60,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,600-699만원,200-299만원,Y,2,Y,4.0,66.0,37.0,0.0,0.0,0.0,0.0,29440000.0,0.0,9.0,0.0,100-199만원,145.0,320.99653650926257
C-1058,C05,441,여성,53,50대,전업주부,고등학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,Y,1,N,0.0,0.0,26.0,0.0,33.0,0.0,0.0,0.0,0.0,2.0,3.0,400-499만원,,428.1415912691952
C-1061,C05,488,남성,43,40대,기능/노무직,전문대학 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,2,N,5.0,112.0,94.0,0.0,0.0,0.0,0.0,347880000.0,0.0,10.0,0.0,200-299만원,193.0,245.82258659734683
C-1063,C05,421,여성,54,50대,전업주부,고등학교 졸업,자가,단독주택,기혼,900-999만원,200-299만원,Y,2,N,3.0,46.0,57.0,0.0,0.0,0.0,0.0,226000000.0,0.0,3.0,0.0,400-499만원,133.0,304.4395355126805
C-1064,C05,438,여성,30,30대,무직/기타,전문대학 졸업,자가,아파트,미혼,600-699만원,99만원 이하,N,0,N,1.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,200-299만원,90.0,379.39063718573874
C-1066,C06,508,여성,45,40대,전업주부,전문대학 졸업,자가,아파트,기혼,100-199만원,100-199만원,Y,1,N,4.0,71.0,59.0,0.0,0.0,0.0,0.0,235000000.0,0.0,3.0,0.0,100-199만원,146.0,308.1100489462865
C-1067,C03,278,남성,35,30대,사무직,대학교 졸업,자가,아파트,미혼,700-799만원,99만원 이하,N,0,N,1.0,25.0,1.0,0.0,0.0,0.0,0.0,4000000.0,0.0,1.0,0.0,100-199만원,91.0,326.0954271024601
C-1068,C05,494,남성,67,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,200-299만원,99만원 이하,Y,1,N,2.0,50.0,18.0,0.0,0.0,0.0,0.0,40000000.0,0.0,1.0,0.0,200-299만원,153.0,313.89794872024504
C-1070,C06,538,남성,46,40대,기능/노무직,고등학교 졸업,전세,단독주택,미혼,200-299만원,99만원 이하,N,0,N,4.0,100.0,22.0,0.0,0.0,0.0,0.0,7600000.0,0.0,1.0,0.0,200-299만원,90.0,240.74365951970685
C-1071,C04,378,남성,38,30대,판매/서비스직,대학교 졸업,자가,아파트,기혼,1000만원 이상,500-599만원,Y,1,N,1.0,25.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,3.0,1000만원 이상,77.0,581.6733622287013
C-1072,C04,358,남성,31,30대,판매/서비스직,전문대학 졸업,자가,아파트,미혼,600-699만원,99만원 이하,N,0,N,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,300-399만원,73.0,365.887803859082
C-1075,C04,381,남성,50,50대,행정관리/전문직,고등학교 졸업,자가,단독주택,기혼,700-799만원,99만원 이하,Y,2,N,4.0,98.0,27.0,0.0,4.0,0.0,16000000.0,192510000.0,8.311256558100878,5.0,1.0,200-299만원,128.0,258.23039530922216
C-1076,C04,398,남성,43,40대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,기혼,500-599만원,100-199만원,Y,2,N,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,500-599만원,5.0,359.1445744594649
C-1077,C04,365,여성,81,80대이상,학생(재수생포함),고등학교 졸업,자가,연립/다세대/빌라,미혼,500-599만원,99만원 이하,N,0,N,6.0,103.0,21.0,0.0,55.0,0.0,14020000.0,114000000.0,12.298245614035087,2.0,4.0,300-399만원,203.0,318.8893533681542
C-1078,C05,441,남성,53,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,800-899만원,99만원 이하,Y,3,Y,5.0,109.0,87.0,0.0,0.0,0.0,0.0,404000000.0,0.0,5.0,0.0,800-899만원,259.0,309.87050173315635
C-1081,C05,474,남성,63,60대,무직/기타,고등학교 졸업,자가,아파트,기혼,300-399만원,99만원 이하,Y,2,N,3.0,75.0,50.0,0.0,0.0,0.0,0.0,36000000.0,0.0,2.0,0.0,300-399만원,132.0,288.6835339568639
C-1083,C05,428,여성,43,40대,사무직,대학교 졸업,자가,아파트,기혼,700-799만원,200-299만원,Y,1,N,2.0,45.0,39.0,0.0,10.0,0.0,10600000.0,16600000.0,63.85542168674698,2.0,3.0,300-399만원,66.0,315.95742824938753
C-1084,C03,287,여성,78,70대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,Y,2,N,4.0,90.0,84.0,0.0,0.0,0.0,0.0,212210000.0,0.0,7.0,0.0,300-399만원,127.0,279.831347772936
C-1085,C05,428,남성,49,40대,판매/서비스직,전문대학 졸업,자가,단독주택,기혼,500-599만원,200-299만원,Y,2,N,6.0,86.0,17.0,800000.0,8.0,140000000.0,140650000.0,252950000.0,55.60387428345523,3.0,2.0,300-399만원,215.0,340.75809639471765
C-1086,C03,287,여성,78,70대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,Y,2,N,1.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200-299만원,183.0,352.8444460007694
C-1088,C05,451,남성,51,50대,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,Y,2,N,3.0,63.0,13.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,3.0,100-199만원,77.0,373.1537496646105
C-1091,C05,454,남성,65,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,Y,3,N,2.0,50.0,20.0,0.0,0.0,0.0,0.0,5000000.0,0.0,1.0,0.0,200-299만원,226.0,315.1755065583183
C-1093,C06,518,남성,46,40대,사무직,대학교 졸업,자가,아파트,기혼,400-499만원,300-399만원,Y,2,N,0.0,0.0,71.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,1.0,300-399만원,,408.7562211069793
C-1094,C05,488,남성,33,30대,사무직,대학교 졸업,전세,연립/다세대/빌라,기혼,500-599만원,100-199만원,N,0,N,3.0,51.0,58.0,0.0,0.0,0.0,0.0,153000000.0,0.0,3.0,0.0,100-199만원,190.0,283.1452660177299
C-1097,C05,495,남성,25,20대,판매/서비스직,전문대학 졸업,자가,아파트,미혼,600-699만원,100-199만원,N,0,N,4.0,100.0,25.0,0.0,0.0,0.0,0.0,510000.0,0.0,1.0,0.0,100-199만원,156.0,280.6590558521284
C-1099,C05,468,여성,40,40대,사무직,대학교 졸업,자가,아파트,기혼,700-799만원,200-299만원,Y,2,N,5.0,104.0,97.0,0.0,0.0,0.0,0.0,100300000.0,0.0,6.0,0.0,100-199만원,273.0,241.79792729173192
C-1100,C05,404,여성,60,60대,전업주부,중학교 졸업,자가,아파트,기혼,200-299만원,100-199만원,Y,3,Y,7.0,111.0,6.0,0.0,0.0,0.0,0.0,139000000.0,0.0,2.0,0.0,200-299만원,274.0,254.65141875670244
C-1102,C04,398,남성,47,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,500-599만원,100-199만원,Y,2,N,3.0,75.0,42.0,0.0,0.0,0.0,0.0,31700000.0,0.0,4.0,0.0,200-299만원,139.0,282.6788300555561
C-1103,C04,358,남성,36,30대,사무직,대학교 졸업,전세,단독주택,기혼,300-399만원,99만원 이하,Y,2,N,1.0,3.0,7.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,100-199만원,3.0,373.4948708722213
C-1104,C04,384,남성,62,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,400-499만원,100-199만원,Y,2,N,2.0,50.0,14.0,0.0,4.0,0.0,8400000.0,8860000.0,94.8081264108352,2.0,1.0,200-299만원,138.0,328.07739842365567
C-1105,C05,498,남성,38,30대,사무직,대학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,100-199만원,N,0,N,3.0,55.0,10.0,0.0,0.0,0.0,0.0,2200000.0,0.0,3.0,0.0,200-299만원,212.0,283.07281849948
C-1108,C06,511,남성,55,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,Y,1,N,4.0,100.0,42.0,0.0,0.0,0.0,0.0,66900000.0,0.0,4.0,0.0,200-299만원,103.0,261.6162944351854
C-1109,C03,254,남성,69,60대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,900-999만원,200-299만원,Y,2,Y,5.0,105.0,3.0,0.0,0.0,0.0,0.0,120000000.0,0.0,1.0,0.0,300-399만원,105.0,247.80212813292897
C-1110,C08,724,남성,62,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,100-199만원,Y,2,N,2.0,50.0,61.0,0.0,99.0,0.0,0.0,0.0,0.0,6.0,6.0,200-299만원,52.0,484.21340705796615
C-1111,C04,361,남성,59,50대,사무직,고등학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,Y,2,N,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,200-299만원,,389.4280905282925
C-1112,C04,355,여성,84,80대이상,학생(재수생포함),대학교 재학,자가,연립/다세대/빌라,미혼,400-499만원,99만원 이하,N,0,N,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200-299만원,,374.7674910143078
C-1113,C06,508,남성,42,40대,사무직,전문대학 졸업,전세,아파트,기혼,300-399만원,100-199만원,Y,1,N,1.0,25.0,123.0,0.0,0.0,0.0,0.0,105600000.0,0.0,11.0,0.0,200-299만원,139.0,313.6210787933829
C-1115,C05,448,남성,38,30대,사무직,전문대학 졸업,자가,아파트,미혼,600-699만원,100-199만원,N,0,N,1.0,25.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,200-299만원,67.0,354.25082523382054
C-1116,C05,461,남성,57,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,Y,2,N,1.0,25.0,36.0,0.0,0.0,0.0,0.0,115790000.0,0.0,5.0,0.0,200-299만원,83.0,348.20434675639507
C-1117,C05,421,남성,56,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,800-899만원,100-199만원,Y,2,N,2.0,43.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,300-399만원,94.0,359.6996593259511
C-1118,C06,528,남성,44,40대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,200-299만원,100-199만원,Y,2,N,3.0,51.0,50.0,0.0,0.0,0.0,0.0,6540000.0,0.0,2.0,0.0,200-299만원,134.0,310.3675694636024
C-1119,C05,408,남성,43,40대,사무직,전문대학 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,2,N,1.0,25.0,33.0,0.0,0.0,0.0,0.0,185000000.0,0.0,2.0,0.0,200-299만원,49.0,335.3612052385288
C-1120,C04,348,여성,47,40대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,500-599만원,99만원 이하,Y,2,N,2.0,33.0,1.0,0.0,0.0,0.0,0.0,4600000.0,0.0,1.0,0.0,200-299만원,171.0,334.9137704849013
C-1122,C05,491,여성,55,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,200-299만원,99만원 이하,Y,2,Y,3.0,75.0,50.0,0.0,0.0,0.0,0.0,18010000.0,0.0,10.0,0.0,200-299만원,151.0,300.8276890230854
C-1124,C04,355,여성,84,80대이상,학생(재수생포함),대학교 재학,자가,연립/다세대/빌라,미혼,400-499만원,99만원 이하,N,0,N,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100-199만원,,374.7674910143078
C-1125,C04,334,남성,65,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,99만원 이하,Y,2,N,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,200-299만원,,398.0261020281696
C-1126,C05,471,여성,53,50대,전업주부,고등학교 졸업,자가,아파트,기혼,700-799만원,200-299만원,Y,2,N,5.0,105.0,74.0,0.0,0.0,0.0,0.0,92000000.0,0.0,4.0,0.0,100-199만원,273.0,239.0088981657725
C-1127,C05,458,남성,44,40대,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,Y,1,N,5.0,83.0,66.0,0.0,0.0,0.0,0.0,105140000.0,0.0,6.0,0.0,300-399만원,235.0,293.86543685850603
C-1129,C06,518,여성,35,30대,무직/기타,대학교 졸업,자가,연립/다세대/빌라,미혼,500-599만원,99만원 이하,N,0,N,5.0,54.0,33.0,0.0,0.0,0.0,0.0,10900000.0,0.0,2.0,0.0,500-599만원,68.0,310.5822188256086
C-1130,C05,474,남성,60,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,500-599만원,100-199만원,Y,3,N,4.0,73.0,19.0,0.0,0.0,0.0,0.0,10000000.0,0.0,1.0,0.0,100-199만원,218.0,279.7135145198933
C-1132,C06,504,여성,69,60대,기능/노무직,중학교 졸업,자가,아파트,기혼,100-199만원,99만원 이하,Y,2,N,3.0,75.0,15.0,0.0,0.0,0.0,0.0,120000000.0,0.0,2.0,0.0,100-199만원,259.0,304.7300614364614
C-1134,C05,424,여성,61,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,800-899만원,100-199만원,Y,3,N,5.0,89.0,36.0,0.0,0.0,0.0,0.0,183000000.0,0.0,2.0,0.0,200-299만원,142.0,313.1867668879735
C-1135,C05,461,남성,55,50대,기능/노무직,고등학교 졸업,전세,아파트,기혼,500-599만원,100-199만원,Y,2,N,1.0,25.0,35.0,0.0,0.0,0.0,0.0,58000000.0,0.0,2.0,0.0,200-299만원,55.0,303.9576065659853
C-1137,C05,438,여성,48,40대,전업주부,고등학교 졸업,자가,단독주택,기혼,500-599만원,99만원 이하,Y,1,N,3.0,53.0,13.0,0.0,0.0,0.0,0.0,11000000.0,0.0,1.0,0.0,500-599만원,111.0,315.4110315952434
C-1138,C06,554,여성,63,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,200-299만원,99만원 이하,Y,2,N,3.0,75.0,141.0,5400000.0,20.0,0.0,12700000.0,114700000.0,11.072362685265912,9.0,2.0,100-199만원,276.0,318.3155819036422
C-1139,C05,451,여성,56,50대,기능/노무직,중학교 졸업,자가,아파트,기혼,500-599만원,99만원 이하,Y,1,N,1.0,25.0,22.0,0.0,0.0,0.0,0.0,21230000.0,0.0,4.0,0.0,300-399만원,276.0,340.3169976647089
C-1140,C04,365,남성,26,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,400-499만원,100-199만원,N,0,N,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,300-399만원,,380.79416328143583
C-1141,C04,348,남성,47,40대,무직/기타,대학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,Y,2,N,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,200-299만원,,366.0487635633141
C-1142,C05,424,여성,63,60대,전업주부,고등학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,Y,2,N,1.0,25.0,25.0,0.0,0.0,0.0,0.0,240000000.0,0.0,1.0,0.0,200-299만원,265.0,343.88582802794457
C-1143,C05,434,남성,64,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,Y,2,N,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200-299만원,,366.1278627714433
C-1144,C07,601,여성,52,50대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,400-499만원,100-199만원,Y,2,N,4.0,100.0,125.0,10500000.0,44.0,0.0,6060000.0,44700000.0,13.557046979865772,10.0,4.0,200-299만원,157.0,322.3529253975047
C-1145,C05,448,남성,46,40대,행정관리/전문직,대학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,100-199만원,Y,1,N,5.0,104.0,46.0,0.0,0.0,0.0,0.0,340000000.0,0.0,3.0,0.0,100-199만원,170.0,253.6356839111205
