chaju_id,credit_class,score_risk,gender,age,agegroup,job,edu,dwell_type,house_type,marriage,income_home_grp,income_ind_grp,expenditure_grp,child_cd,no_child,flag_priv_biz_cd,card_count,card_period,loan_period,Pcard_loan_amt,over_period,Pcard_over_amt,over_amt,loan_amt_final2,del_rate,loan_count,overdue_count
C-1069,C04,398,남성,43,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,400-499만원,400-499만원,Y,2,N,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1070,C06,538,남성,46,40대,기능/노무직,고등학교 졸업,전세,단독주택,미혼,200-299만원,200-299만원,99만원 이하,N,0,N,4.0,100.0,22.0,0.0,0.0,0.0,0.0,7600000.0,0.0,1.0,0.0
C-1071,C04,378,남성,38,30대,판매/서비스직,대학교 졸업,자가,아파트,기혼,1000만원 이상,1000만원 이상,500-599만원,Y,1,N,1.0,25.0,0.0,0.0,38.0,0.0,2470000.0,2470000.0,100.0,0.0,3.0
C-1072,C04,358,남성,31,30대,판매/서비스직,전문대학 졸업,자가,아파트,미혼,600-699만원,200-299만원,99만원 이하,N,0,N,1.0,25.0,0.0,0.0,1.0,0.0,320000.0,0.0,100.0,0.0,1.0
C-1073,C03,275,여성,25,20대,사무직,대학교 졸업,자가,아파트,미혼,800-899만원,200-299만원,99만원 이하,N,0,N,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1074,C05,460,남성,21,20대,기능/노무직,고등학교 졸업,전세,단독주택,미혼,500-599만원,200-299만원,200-299만원,N,0,Y,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1075,C04,381,남성,50,50대,행정관리/전문직,고등학교 졸업,자가,단독주택,기혼,700-799만원,500-599만원,99만원 이하,Y,2,N,4.0,98.0,27.0,0.0,4.0,0.0,16000000.0,192510000.0,8.311256558100878,5.0,1.0
C-1076,C04,398,남성,43,40대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,기혼,500-599만원,200-299만원,100-199만원,Y,2,N,1.0,5.0,0.0,0.0,5.0,0.0,500000.0,500000.0,100.0,0.0,1.0
C-1077,C04,365,여성,81,80대이상,학생(재수생포함),고등학교 졸업,자가,연립/다세대/빌라,미혼,500-599만원,500-599만원,99만원 이하,N,0,N,6.0,103.0,21.0,0.0,55.0,0.0,14020000.0,114000000.0,12.298245614035087,2.0,4.0
C-1078,C05,441,남성,53,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,800-899만원,300-399만원,99만원 이하,Y,3,Y,5.0,109.0,87.0,0.0,0.0,0.0,0.0,404000000.0,0.0,5.0,0.0
C-1079,C04,368,여성,36,30대,사무직,전문대학 졸업,전세,아파트,기혼,400-499만원,200-299만원,100-199만원,N,0,N,4.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1080,C03,268,남성,38,30대,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,300-399만원,99만원 이하,Y,2,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1081,C05,474,남성,63,60대,무직/기타,고등학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,99만원 이하,Y,2,N,3.0,75.0,50.0,0.0,0.0,0.0,0.0,36000000.0,0.0,2.0,0.0
C-1082,C03,258,여성,48,40대,행정관리/전문직,대학교 졸업,전세,아파트,기혼,800-899만원,300-399만원,100-199만원,Y,2,N,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1083,C05,428,여성,43,40대,사무직,대학교 졸업,자가,아파트,기혼,700-799만원,200-299만원,200-299만원,Y,1,N,2.0,45.0,39.0,0.0,10.0,0.0,10600000.0,16600000.0,63.85542168674698,2.0,3.0
C-1084,C03,287,여성,78,70대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,100-199만원,Y,2,N,4.0,90.0,84.0,0.0,0.0,0.0,0.0,212210000.0,0.0,7.0,0.0
C-1085,C05,428,남성,49,40대,판매/서비스직,전문대학 졸업,자가,단독주택,기혼,500-599만원,200-299만원,200-299만원,Y,2,N,6.0,86.0,17.0,800000.0,8.0,140000000.0,140650000.0,252950000.0,55.60387428345523,3.0,2.0
C-1086,C03,287,여성,78,70대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,100-199만원,Y,2,N,1.0,18.0,25.0,0.0,0.0,0.0,0.0,37000000.0,0.0,1.0,0.0
C-1087,C04,338,여성,32,30대,기능/노무직,전문대학 졸업,자가,아파트,기혼,600-699만원,100-199만원,100-199만원,Y,2,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1088,C05,451,남성,51,50대,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,100-199만원,Y,2,N,3.0,63.0,13.0,0.0,53.0,0.0,7990000.0,8890000.0,89.87626546681665,1.0,3.0
C-1089,C03,297,남성,73,70대,사무직,대학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,200-299만원,Y,2,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1090,C04,378,남성,49,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,100-199만원,Y,2,N,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1091,C05,454,남성,65,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,Y,3,N,2.0,50.0,20.0,0.0,0.0,0.0,0.0,5000000.0,0.0,1.0,0.0
C-1092,C04,384,남성,60,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,500-599만원,400-499만원,100-199만원,Y,3,N,4.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1093,C06,518,남성,46,40대,사무직,대학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,300-399만원,Y,2,N,0.0,0.0,71.0,0.0,20.0,0.0,460000.0,22010000.0,2.0899591094956835,3.0,1.0
C-1094,C05,488,남성,33,30대,사무직,대학교 졸업,전세,연립/다세대/빌라,기혼,500-599만원,200-299만원,100-199만원,N,0,N,3.0,51.0,58.0,0.0,0.0,0.0,0.0,153000000.0,0.0,3.0,0.0
C-1095,C04,361,여성,56,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,99만원 이하,Y,1,N,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1096,C05,418,남성,42,40대,기능/노무직,전문대학 졸업,자가,연립/다세대/빌라,기혼,400-499만원,300-399만원,100-199만원,Y,1,N,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1097,C05,495,남성,25,20대,판매/서비스직,전문대학 졸업,자가,아파트,미혼,600-699만원,100-199만원,100-199만원,N,0,N,4.0,100.0,25.0,0.0,0.0,0.0,0.0,510000.0,0.0,1.0,0.0
C-1098,C04,337,남성,77,70대,기능/노무직,고등학교 졸업,자가,아파트,기혼,800-899만원,800-899만원,500-599만원,Y,3,N,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1099,C05,468,여성,40,40대,사무직,대학교 졸업,자가,아파트,기혼,700-799만원,300-399만원,200-299만원,Y,2,N,5.0,104.0,97.0,0.0,0.0,0.0,0.0,100300000.0,0.0,6.0,0.0
C-1100,C05,404,여성,60,60대,전업주부,중학교 졸업,자가,아파트,기혼,200-299만원,100-199만원,100-199만원,Y,3,Y,7.0,111.0,6.0,0.0,0.0,0.0,0.0,139000000.0,0.0,2.0,0.0
C-1101,C04,388,여성,36,30대,판매/서비스직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,N,0,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1102,C04,398,남성,47,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,500-599만원,400-499만원,100-199만원,Y,2,N,3.0,75.0,42.0,0.0,0.0,0.0,0.0,31700000.0,0.0,4.0,0.0
C-1103,C04,358,남성,36,30대,사무직,대학교 졸업,전세,단독주택,기혼,300-399만원,300-399만원,99만원 이하,Y,2,N,1.0,3.0,7.0,0.0,25.0,0.0,2000000.0,10700000.0,18.69158878504673,1.0,1.0
C-1104,C04,384,남성,62,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,400-499만원,200-299만원,100-199만원,Y,2,N,2.0,50.0,14.0,0.0,4.0,0.0,8400000.0,8860000.0,94.8081264108352,2.0,1.0
C-1105,C05,498,남성,38,30대,사무직,대학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,300-399만원,100-199만원,N,0,N,3.0,55.0,10.0,0.0,0.0,0.0,0.0,2200000.0,0.0,3.0,0.0
C-1106,C04,318,여성,33,30대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,Y,1,N,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1107,C04,337,남성,77,70대,기능/노무직,고등학교 졸업,자가,아파트,기혼,800-899만원,800-899만원,500-599만원,Y,3,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1108,C06,511,남성,55,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,200-299만원,Y,1,N,4.0,100.0,42.0,0.0,0.0,0.0,0.0,66900000.0,0.0,4.0,0.0
C-1109,C03,254,남성,69,60대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,900-999만원,900-999만원,200-299만원,Y,2,Y,5.0,105.0,3.0,0.0,0.0,0.0,0.0,120000000.0,0.0,1.0,0.0
C-1110,C08,724,남성,62,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,100-199만원,Y,2,N,2.0,50.0,61.0,0.0,99.0,0.0,176760000.0,120880000.0,100.0,6.0,6.0
C-1111,C04,361,남성,59,50대,사무직,고등학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,Y,2,N,0.0,0.0,0.0,0.0,22.0,0.0,9400000.0,9400000.0,100.0,0.0,1.0
C-1112,C04,355,여성,84,80대이상,학생(재수생포함),대학교 재학,자가,연립/다세대/빌라,미혼,400-499만원,400-499만원,99만원 이하,N,0,N,0.0,0.0,13.0,0.0,0.0,0.0,0.0,32000000.0,0.0,1.0,0.0
C-1113,C06,508,남성,42,40대,사무직,전문대학 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,Y,1,N,1.0,25.0,123.0,0.0,0.0,0.0,0.0,105600000.0,0.0,11.0,0.0
C-1114,C04,348,남성,34,30대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,99만원 이하,N,0,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1115,C05,448,남성,38,30대,사무직,전문대학 졸업,자가,아파트,미혼,600-699만원,300-399만원,100-199만원,N,0,N,1.0,25.0,48.0,0.0,0.0,0.0,0.0,65000000.0,0.0,3.0,0.0
C-1116,C05,461,남성,57,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,300-399만원,100-199만원,Y,2,N,1.0,25.0,36.0,0.0,0.0,0.0,0.0,115790000.0,0.0,5.0,0.0
